class-name,perception,LOC,C3,CBO,MPC,RFC,WMC,Readability,Avg-commit-size,number-changes,number-committors,persistance,number-fixes,avg.dev.scattering,NOII_type,NOAM_type,NOCS_type,NOM_type,NMO_type,ATFD_type,FANOUT_type,NOMNAMM_type,NOA_type,NIM_type,DIT_type,LOC_type,LOCNAMM_type,CFNAMM_type,TCC_type,NOC_type,LCOM5_type,WOC_type,WMCNAMM_type,NOCS_package,NOMNAMM_package,NOI_package,LOC_package,NOM_package,isStatic_type,NOPA_type,number_private_visibility_attributes,number_protected_visibility_attributes,number_package_visibility_attributes,num_final_attributes,num_static_attributes,num_final_static_attributes,num_not_final_not_static_attributes,num_final_not_static_attributes,num_static_not_final_attributes,number_public_visibility_methods,number_private_visibility_methods,number_protected_visibility_methods,number_package_visibility_methods,number_final_methods,number_abstract_methods,number_not_abstract_not_final_methods,number_static_methods,number_final_static_methods,number_final_not_static_methods,number_not_final_static_methods,number_not_final_not_static_methods,number_standard_design_methods,number_constructor_DefaultConstructor_methods,number_constructor_NotDefaultConstructor_methods,is_controller,is_procedural,is_test,is_util,is_external,is_controller,is_procedural,is_util,is_test,is_external
org.apache.jackrabbit.core.query.lucene.ConsistencyCheck,MEDIUM,922,0.51,14,0.44,8,30,0.31,6,25,3,4,5,0.43,1,3,1,0,1,0,2,2,1,0,1,104,78,30,0.73,12,0.35,0.14,59,8,8,1,5,9,5,10,7,7,10,8,0,12,12,1,8,9,4,10,6,12,2,9,12,1,12,7,12,8,8,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.core.query.lucene.IndexingConfigurationImpl,MEDIUM,920,0.47,20,0.54,11,28,0.36,5,17,6,2,4,0.54,3,9,2,0,0,1,2,0,0,0,2,116,25,17,0.06,49,0.29,0.58,61,7,0,5,1,10,6,0,0,0,6,7,3,4,10,12,3,11,10,3,11,6,3,9,2,7,2,2,2,8,10,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.core.query.lucene.LuceneQueryBuilder,MEDIUM,929,0.63,18,0.43,8,30,0.42,5,20,5,2,4,0.49,2,10,2,0,1,2,1,1,2,2,0,35,106,18,0.73,46,0.78,0.4,92,1,3,2,9,10,10,4,1,6,5,12,8,2,5,12,8,6,4,0,6,2,9,0,9,12,7,10,2,1,1,3,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.core.query.lucene.LuceneQueryFactory,NON-SEVERE,964,0.61,19,0.47,10,31,0.37,0,3,4,1,5,0.5,0,7,0,1,0,2,1,2,1,1,0,83,120,52,0.52,11,0.66,0.21,28,2,11,3,6,7,0,8,11,9,12,12,9,2,9,1,9,6,10,8,11,12,11,1,3,12,5,9,7,0,8,8,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
org.apache.jackrabbit.core.query.lucene.MoreLikeThis,NON-SEVERE,1055,0.36,20,0.47,11,27,0.44,0,8,3,0,4,0.54,0,8,2,2,1,2,2,0,1,0,0,112,30,51,0.87,12,0.76,0.98,53,9,1,7,7,6,5,8,10,5,4,2,2,6,9,3,1,3,5,4,10,1,8,9,0,1,12,7,2,2,2,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.core.query.lucene.MultiIndex,NON-SEVERE,955,0.53,19,0.51,7,29,0.31,7,23,5,2,4,0.4,3,1,2,2,0,2,0,2,1,1,0,62,84,48,0.73,37,0.59,0.85,92,5,11,7,6,2,0,0,3,8,1,2,7,0,1,7,0,10,10,10,9,5,7,2,7,1,4,2,1,11,12,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.core.query.lucene.NodeIndexer,NON-SEVERE,897,0.61,9,0.52,9,32,0.34,2,8,7,0,5,0.49,2,5,1,1,2,0,2,0,1,1,0,109,29,33,0.02,33,0.16,0.82,74,5,6,0,12,1,3,1,11,11,11,5,0,9,11,8,2,2,12,10,2,8,7,12,2,7,5,9,4,12,11,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.core.query.lucene.RowIteratorImpl,NON-SEVERE,1101,0.49,18,0.52,10,28,0.45,0,4,7,0,5,0.42,2,4,2,0,1,1,2,2,2,0,2,71,101,45,0.2,27,0.96,0.74,52,3,9,1,6,2,10,5,4,11,1,5,3,12,2,2,7,7,0,10,1,3,12,0,12,7,2,9,5,2,5,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.core.query.lucene.SearchIndex,NON-SEVERE,1054,0.3,11,0.44,8,27,0.39,6,16,5,2,6,0.49,2,7,0,0,1,1,1,1,2,1,0,97,110,29,0.32,52,0.56,0.27,62,11,10,0,10,5,3,12,12,9,8,5,2,7,8,0,0,2,0,10,0,5,11,3,5,8,10,2,3,5,12,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.core.RepositoryImpl,SEVERE,1037,0.47,21,0.55,10,34,0.39,7,22,5,4,3,0.47,0,5,2,1,2,0,0,2,0,2,0,39,119,54,0.22,35,0.93,0.8,15,3,7,8,4,10,0,2,5,11,10,11,0,12,8,4,7,5,8,6,3,11,2,3,11,4,10,12,10,8,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.core.security.authentication.AbstractLoginModule,NON-SEVERE,1010,0.61,8,0.41,10,31,0.34,11,32,5,6,3,0.55,1,1,1,1,2,2,0,0,1,1,0,66,40,20,0.64,23,0.11,0.14,15,0,1,4,2,4,6,3,7,10,2,3,7,0,0,12,2,0,5,3,9,4,9,9,4,8,7,10,3,5,4,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.core.security.authorization.AbstractWriteTest,NON-SEVERE,1029,0.37,18,0.41,10,26,0.31,6,18,5,3,5,0.51,1,0,1,2,0,1,1,0,1,1,0,76,84,25,0.08,27,0.39,0.59,64,8,11,5,12,7,5,7,10,12,0,6,5,7,8,11,12,4,0,1,4,6,10,12,4,6,3,9,5,8,1,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
org.apache.jackrabbit.core.security.authorization.PrivilegeRegistry,NON-SEVERE,1050,0.55,11,0.43,10,28,0.32,2,5,4,1,6,0.53,2,3,0,0,0,2,0,2,1,2,0,91,106,49,0.91,24,0.32,0.6,2,11,6,9,10,7,5,9,0,7,5,2,9,4,8,2,5,0,10,7,12,4,10,1,0,3,5,0,5,4,5,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.core.security.user.GroupImpl,NON-SEVERE,988,0.3,17,0.51,6,34,0.39,11,39,5,5,3,0.54,2,3,1,0,2,2,0,2,1,1,2,80,94,19,0.16,43,0.33,0.51,97,11,8,3,12,11,6,10,4,0,10,4,3,4,7,11,1,5,0,10,3,1,4,4,9,7,3,12,1,4,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.core.security.user.UserImporter,NON-SEVERE,931,0.33,10,0.52,9,27,0.3,2,6,4,0,6,0.46,2,7,1,0,0,1,1,0,1,0,0,112,96,1,0.32,5,0.57,0.35,53,4,8,9,1,3,7,3,5,3,2,5,3,7,12,11,1,4,11,9,7,8,12,12,10,0,4,6,3,8,1,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.core.security.user.UserImporterTest,NON-SEVERE,954,0.36,12,0.54,5,30,0.33,1,7,5,1,6,0.52,2,2,1,1,2,1,0,1,0,2,1,53,77,11,0.43,23,0.73,0.59,69,9,2,1,5,1,4,1,2,12,5,5,6,6,9,4,0,7,8,8,4,3,12,1,9,7,5,11,4,12,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
org.apache.jackrabbit.core.security.user.UserManagerImpl,NON-SEVERE,896,0.52,21,0.45,6,32,0.31,6,37,6,5,5,0.46,2,4,1,1,0,2,1,0,0,0,1,68,120,51,0.18,19,0.88,0.56,92,6,6,4,8,3,0,1,6,12,9,7,1,10,9,0,11,3,0,11,0,11,0,5,5,1,2,9,2,0,4,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.core.security.user.UserManagerImplTest,NON-SEVERE,978,0.33,20,0.44,8,29,0.43,1,6,5,0,4,0.52,1,7,2,1,1,1,2,2,0,0,0,98,76,39,0.16,38,0.4,0.85,87,12,1,12,0,12,9,11,2,12,0,2,9,2,4,6,8,1,3,10,8,12,0,1,7,11,11,1,8,8,3,12,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
org.apache.jackrabbit.core.SessionImpl,SEVERE,948,0.4,15,0.41,11,28,0.39,5,39,3,4,5,0.45,1,5,2,1,1,1,0,0,1,0,2,102,63,0,0.36,11,0.81,0.59,84,9,12,11,9,8,3,5,2,8,5,10,12,3,10,6,7,12,12,5,1,5,9,1,10,6,12,4,5,3,9,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.core.state.NodeState,NON-SEVERE,985,0.36,11,0.55,10,33,0.39,4,20,6,2,4,0.5,1,4,1,1,2,2,0,2,1,1,2,67,98,31,0.69,42,0.22,0.94,91,1,11,8,6,4,3,8,5,4,1,4,12,1,8,8,9,11,3,1,3,7,7,6,0,1,7,10,1,5,2,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.core.state.NodeStateMergerTest,MEDIUM,976,0.61,10,0.46,5,33,0.43,7,19,3,3,4,0.5,2,3,0,0,1,1,0,0,1,2,2,78,99,19,0.38,53,0.69,0.39,43,12,11,8,8,1,4,9,1,7,12,1,10,5,6,5,12,6,3,2,5,5,4,5,3,4,8,8,11,6,2,12,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
org.apache.jackrabbit.core.state.SessionItemStateManager,NON-SEVERE,908,0.54,15,0.49,6,25,0.33,0,6,5,0,6,0.43,2,5,2,1,1,1,1,0,1,1,2,75,28,41,0.3,28,0.17,0.35,12,7,3,7,6,8,1,10,3,12,2,12,12,9,3,5,5,6,0,12,6,10,12,3,2,8,0,12,8,7,4,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.core.state.SharedItemStateManager,MEDIUM,957,0.49,11,0.43,6,33,0.39,4,23,3,1,5,0.51,3,9,1,2,0,2,2,2,1,0,1,41,34,45,0.32,14,0.8,0.45,67,10,7,7,11,10,2,3,6,12,4,3,0,1,2,10,9,7,5,0,6,12,5,6,10,2,10,9,11,4,5,8,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.core.util.db.ConnectionHelper,MEDIUM,1007,0.54,19,0.44,7,29,0.33,6,23,6,3,4,0.53,0,1,1,0,2,1,0,0,0,1,2,119,79,3,0.74,55,0.52,0.31,15,4,3,5,1,5,11,11,8,2,10,12,12,12,4,1,6,9,11,9,7,6,1,11,1,2,4,2,4,7,10,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
org.apache.jackrabbit.core.value.InternalValue,MEDIUM,936,0.42,7,0.44,8,25,0.31,5,20,7,4,3,0.41,2,4,0,2,2,1,2,0,2,1,0,30,58,14,0.05,37,0.19,1,40,0,2,11,11,1,1,6,8,5,0,9,5,7,5,10,2,6,3,3,7,8,11,7,11,0,8,8,3,11,12,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.core.version.InternalVersionHistoryImpl,MEDIUM,1042,0.5,10,0.55,9,34,0.31,6,19,3,2,4,0.46,1,7,2,0,1,1,0,2,1,2,2,65,55,5,0.1,8,0.46,0.76,96,9,7,1,10,4,9,9,0,8,12,9,3,7,12,12,2,0,10,5,1,7,6,11,8,12,1,6,10,5,6,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.core.version.InternalVersionManagerBase,MEDIUM,1035,0.45,11,0.54,7,30,0.38,5,21,4,4,5,0.4,1,5,1,0,2,0,0,0,1,2,0,119,79,19,0.71,30,0.61,0.59,33,7,2,0,4,1,3,6,0,10,6,4,10,4,8,1,3,10,4,11,4,12,8,2,11,10,12,10,10,5,10,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.core.version.InternalVersionManagerImpl,MEDIUM,897,0.35,12,0.51,10,28,0.35,12,33,3,4,3,0.52,0,6,0,2,2,2,1,0,1,2,0,102,105,25,0.67,35,0.56,0.43,96,1,5,8,6,2,0,0,1,7,12,6,4,11,4,12,9,9,4,7,12,10,10,4,12,8,10,9,5,1,5,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.core.version.InternalXAVersionManager,MEDIUM,1039,0.37,12,0.47,10,33,0.35,7,18,6,3,5,0.48,0,4,0,0,1,2,2,0,0,0,0,97,103,3,0.9,29,0.85,0.43,51,3,4,6,5,7,3,11,5,9,2,4,6,5,12,8,2,4,5,7,0,8,8,3,12,4,0,7,5,8,12,9,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.core.version.NodeStateEx,MEDIUM,1068,0.48,7,0.53,10,34,0.42,3,26,5,1,4,0.54,3,2,0,2,2,0,1,2,1,0,1,107,71,11,0.51,35,0.41,0.31,89,0,7,11,4,6,4,2,5,11,1,6,2,2,11,8,5,11,4,5,12,2,7,6,12,11,5,5,4,8,10,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.core.WorkspaceImpl,SEVERE,952,0.45,19,0.46,11,28,0.42,5,19,4,2,6,0.44,3,0,2,1,1,0,0,1,2,1,2,59,109,52,0.15,19,0.54,0.87,26,6,8,7,5,4,0,9,10,11,5,5,7,3,0,4,7,10,3,12,9,7,0,12,4,9,2,4,0,9,6,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.core.XATest,SEVERE,965,0.4,21,0.55,6,27,0.42,10,36,3,6,4,0.52,2,0,0,2,2,1,0,0,0,2,2,64,109,31,0.71,8,0.16,0.88,95,3,11,0,11,2,1,9,5,11,11,9,1,3,10,2,11,3,2,10,3,4,1,6,2,0,4,11,7,3,4,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
org.apache.jackrabbit.j2ee.RepositoryStartupServlet,NON-SEVERE,1024,0.32,16,0.41,10,31,0.33,7,26,3,3,3,0.4,1,1,1,2,1,2,2,1,2,1,2,97,112,42,0.5,15,0.85,0.33,92,7,11,4,10,6,9,11,12,10,8,4,2,2,8,4,0,7,10,1,1,4,0,7,1,8,5,9,12,8,2,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.jcr2spi.hierarchy.ChildNodeEntriesImpl,MEDIUM,903,0.41,15,0.49,10,27,0.37,6,14,5,2,5,0.41,3,1,0,2,1,2,2,2,0,0,2,85,52,51,0.29,41,0.36,0.44,72,2,2,7,11,6,11,1,6,3,11,5,3,6,11,7,9,0,7,3,1,10,6,5,4,8,7,6,8,9,8,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.jcr2spi.hierarchy.NodeEntryImpl,MEDIUM,987,0.36,13,0.49,10,30,0.42,6,25,4,1,5,0.54,0,4,0,1,0,1,1,1,0,2,2,86,118,9,0.14,29,0.8,0.9,37,6,10,1,12,3,6,9,7,8,10,5,2,0,1,1,4,1,6,6,10,2,2,2,0,6,6,1,3,5,1,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.jcr2spi.lock.LockManagerImpl,MEDIUM,976,0.45,10,0.47,11,32,0.4,7,19,7,2,5,0.41,3,8,0,1,0,2,2,0,0,1,0,39,62,19,0.92,23,0.56,0.94,32,12,0,5,2,2,1,7,10,7,7,6,11,2,4,9,4,4,12,6,0,12,4,4,1,3,8,12,1,4,3,5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.jcr2spi.NodeImpl,MEDIUM,1094,0.59,7,0.47,5,33,0.32,7,20,4,4,4,0.51,2,10,2,0,2,1,1,2,1,2,0,79,108,45,0.61,26,0.09,0.78,97,4,6,6,7,2,6,0,10,6,11,2,6,11,1,6,8,1,6,9,8,7,8,5,1,7,3,0,9,4,4,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.jcr2spi.nodetype.EffectiveNodeTypeImpl,MEDIUM,926,0.41,17,0.46,11,32,0.41,6,18,7,1,3,0.41,1,9,0,0,0,0,1,1,2,1,0,109,53,33,0.14,14,0.46,0.15,14,4,3,8,9,10,6,5,0,12,11,10,3,9,11,5,2,5,1,12,8,12,10,5,0,1,4,5,0,5,1,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.jcr2spi.nodetype.NodeTypeRegistryImpl,SEVERE,1067,0.63,10,0.48,9,26,0.35,7,40,7,3,4,0.41,3,6,0,1,2,0,0,2,0,1,1,101,93,19,0.42,22,0.33,0.37,82,7,4,5,7,8,2,7,7,10,4,1,11,4,3,12,1,6,4,12,10,0,6,5,6,2,6,11,4,0,9,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.jcr2spi.PropertyImpl,MEDIUM,1104,0.49,12,0.47,6,26,0.45,8,35,7,4,3,0.53,0,8,2,2,1,0,2,0,0,1,1,72,70,17,0.99,20,0.18,0.25,28,0,4,10,3,4,2,9,7,12,8,11,11,2,3,3,2,11,10,6,6,7,4,12,10,9,11,5,4,5,8,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.jcr2spi.SessionImpl,MEDIUM,1063,0.63,18,0.49,9,30,0.35,3,19,3,2,3,0.48,0,0,2,2,0,2,2,2,0,1,1,25,25,22,0.16,44,0.53,0.98,89,10,5,4,2,4,0,1,7,5,5,7,0,10,9,2,3,8,6,11,4,12,8,7,5,5,0,7,11,1,5,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.jcr2spi.WorkspaceManager,MEDIUM,1086,0.59,12,0.47,10,31,0.36,7,21,5,4,3,0.48,2,10,1,2,0,2,0,1,2,2,0,29,113,21,0.08,38,0.98,0.44,11,1,11,12,6,3,9,2,5,0,12,11,0,11,11,8,7,10,12,7,5,0,3,11,12,0,0,4,12,6,8,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.rmi.client.ClientNode,MEDIUM,1066,0.63,20,0.43,5,29,0.31,6,16,6,2,4,0.41,3,1,0,2,2,2,0,1,1,0,0,84,104,22,0.96,37,0.07,0.05,10,9,3,12,12,9,11,4,4,6,8,11,8,4,12,8,8,8,12,6,0,4,3,0,1,7,1,9,4,0,8,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.rmi.client.ClientSession,MEDIUM,1008,0.64,12,0.54,11,34,0.4,3,15,7,2,3,0.48,1,5,1,1,0,2,0,2,0,1,1,75,49,38,0.56,17,0.29,0.07,24,7,8,10,8,1,8,7,7,11,10,5,8,9,2,1,3,4,5,8,9,5,5,3,10,4,2,1,6,1,1,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.rmi.server.ServerNode,MEDIUM,1066,0.55,20,0.52,6,25,0.32,7,26,7,2,3,0.55,0,2,2,1,2,0,2,2,1,0,2,30,39,5,0.71,44,0.42,0.31,35,8,11,2,0,5,8,6,3,6,0,4,2,7,11,11,3,9,3,6,11,8,12,5,3,9,6,4,0,7,9,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.server.io.DefaultHandler,MEDIUM,1083,0.38,18,0.48,6,33,0.35,3,18,3,4,5,0.43,3,4,1,0,2,1,0,2,0,0,1,104,65,32,1,27,0.07,0.31,37,1,6,3,2,5,5,5,1,8,10,6,12,4,8,12,7,7,10,10,7,12,12,0,6,5,7,9,1,2,12,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.server.remoting.davex.JcrRemotingServlet,MEDIUM,1109,0.5,17,0.42,6,27,0.38,7,22,3,2,4,0.53,3,5,2,0,1,0,1,2,2,1,1,64,101,18,0.19,38,0.35,0.6,95,7,12,6,12,6,7,1,12,7,0,0,7,5,7,7,10,5,8,2,11,11,5,1,12,10,5,11,0,11,5,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.server.remoting.davex.JsonDiffHandler,MEDIUM,966,0.59,14,0.5,11,30,0.41,4,18,4,3,3,0.53,1,3,1,1,0,0,1,2,1,0,0,37,87,6,0.61,13,0.51,0.39,66,1,9,0,10,5,12,9,10,3,8,1,1,2,10,4,6,12,5,0,12,1,0,7,1,11,4,3,12,0,10,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.spi.commons.AbstractRepositoryService,SEVERE,916,0.47,16,0.48,7,33,0.39,14,36,4,4,5,0.44,1,6,2,2,2,0,0,2,0,0,0,68,109,0,0.02,30,0.57,0.2,1,11,0,1,10,10,9,8,3,4,10,9,3,7,8,6,12,10,2,2,7,6,3,4,11,8,7,5,0,0,4,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.spi.commons.logging.RepositoryServiceLogger,SEVERE,1049,0.4,14,0.48,11,31,0.44,6,30,6,6,3,0.42,1,2,1,0,1,0,0,2,0,2,2,106,43,26,0.44,25,0.58,0.41,62,10,12,4,1,0,12,12,6,4,12,5,4,4,8,12,7,4,4,0,7,5,4,9,11,5,1,9,5,10,4,7,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.spi.commons.name.NameConstants,SEVERE,893,0.46,11,0.41,8,30,0.37,6,23,3,4,4,0.49,2,5,1,2,2,2,1,1,1,1,2,92,81,8,1,50,0.81,0.08,63,4,3,4,7,9,10,8,3,1,8,0,1,8,9,5,11,5,6,9,2,0,3,7,12,5,10,1,4,6,7,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.spi.commons.name.PathTest,SEVERE,1079,0.59,8,0.48,7,33,0.39,16,36,7,5,4,0.48,0,4,0,2,1,0,1,0,2,0,1,99,70,32,0.86,11,0.47,0.32,89,8,6,6,5,4,10,5,8,8,7,10,11,3,11,3,3,3,7,5,9,6,5,8,11,9,6,1,0,10,5,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
org.apache.jackrabbit.spi.commons.nodetype.NodeTypeDefDiff,SEVERE,991,0.56,13,0.47,8,30,0.36,15,41,5,4,3,0.4,3,4,2,0,2,0,1,0,2,0,0,108,58,19,0.1,18,0.74,0.75,39,1,3,3,7,10,6,7,0,0,2,12,7,2,7,4,12,6,4,5,1,2,12,10,9,7,7,6,9,10,10,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.spi.commons.query.qom.QueryObjectModelFactoryImpl,SEVERE,992,0.39,17,0.51,8,27,0.45,14,38,4,6,6,0.5,3,4,2,1,1,1,0,2,2,0,1,85,28,44,0.42,54,0.75,0.73,49,2,10,11,8,0,7,11,7,5,9,12,1,10,11,7,5,6,11,1,0,8,12,8,7,7,7,10,6,9,6,12,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
org.apache.jackrabbit.spi.commons.query.sql.JCRSQLParser,MEDIUM,1049,0.42,7,0.41,7,27,0.43,4,15,6,1,4,0.51,2,6,0,0,1,1,2,2,2,0,2,54,82,47,0.57,51,0.72,0.61,27,7,8,9,12,0,12,5,6,1,5,0,5,5,5,5,12,8,3,2,1,5,7,9,12,10,8,7,11,4,11,4,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.spi.commons.query.sql.JCRSQLParserTokenManager,MEDIUM,1052,0.64,20,0.54,9,32,0.44,5,17,3,3,5,0.43,0,3,0,2,1,0,2,2,2,2,2,65,103,35,0.66,44,0.19,0.32,100,6,10,2,2,2,3,4,4,9,0,11,7,4,4,1,1,2,0,4,6,4,10,3,5,9,10,3,2,11,10,8,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.spi.commons.query.sql.JCRSQLQueryBuilder,MEDIUM,997,0.44,8,0.43,9,34,0.35,5,15,6,4,3,0.43,0,4,0,1,2,2,0,2,0,0,0,65,51,49,1,52,0.6,0.45,41,8,12,7,9,8,8,10,8,8,4,6,6,7,3,0,11,3,6,1,5,1,8,9,11,12,12,11,3,3,11,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.spi.commons.query.sql.QueryFormat,MEDIUM,896,0.37,7,0.41,5,26,0.31,7,26,4,2,5,0.51,1,6,2,2,1,0,1,2,2,0,0,110,88,52,0.53,26,0.31,0.3,19,5,7,8,2,0,12,7,3,2,5,9,9,9,1,11,3,11,7,0,5,8,1,11,0,7,5,9,11,11,12,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
org.apache.jackrabbit.spi.commons.query.xpath.XPath,MEDIUM,946,0.39,12,0.49,11,28,0.32,3,16,6,1,3,0.55,1,8,1,2,0,0,1,0,1,2,0,74,58,44,0.24,51,0.47,0.91,72,9,4,7,2,3,10,6,2,1,5,11,1,7,9,11,6,4,11,2,4,7,11,7,5,8,10,7,1,1,11,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
