smell,class,criticality,comments,coupling,changehistory,cohesion,size,complexity,production,testing
blob,org.apache.pig.test.pigmix.mapreduce.L12,1,"
The modifications to this class are generally simple, that's why we do not refactor it.
",0,1,0,0,0,0,0
blob,org.apache.pig.test.pigmix.mapreduce.L13,1,"
The modifications to this class are generally simple, that's why we do not refactor it.
",0,1,0,0,0,0,0
blob,org.apache.pig.test.pigmix.mapreduce.L14,1,"
The modifications to this class are generally simple, that's why we do not refactor it.
",0,1,0,0,0,0,0
blob,org.apache.pig.test.pigmix.mapreduce.L15,1,"
The modifications to this class are generally simple, that's why we do not refactor it.
",0,1,0,0,0,0,0
blob,org.apache.pig.test.pigmix.mapreduce.L16,0,"
The modifications to this class are generally simple, that's why we do not refactor it.
",0,1,0,0,0,0,0
blob,org.apache.pig.test.pigmix.mapreduce.L17,0,"
The modifications to this class are generally simple, that's why we do not refactor it.
",0,1,0,0,0,0,0
blob,org.apache.pig.test.pigmix.mapreduce.L2,0,"
The modifications to this class are generally simple, that's why we do not refactor it.
",0,1,0,0,0,0,0
blob,org.apache.pig.test.pigmix.mapreduce.L3,0,"
The modifications to this class are generally simple, that's why we do not refactor it.
",0,1,0,0,0,0,0
blob,org.apache.pig.test.pigmix.mapreduce.L4,0,"
The modifications to this class are generally simple, that's why we do not refactor it.
",0,1,0,0,0,0,0
blob,org.apache.pig.test.pigmix.mapreduce.L5,0,"
The modifications to this class are generally simple, that's why we do not refactor it.
",0,1,0,0,0,0,0
blob,org.apache.pig.test.pigmix.mapreduce.L6,0,"
The modifications to this class are generally simple, that's why we do not refactor it.
",0,1,0,0,0,0,0
blob,org.apache.pig.test.pigmix.mapreduce.L7,0,"
The modifications to this class are generally simple, that's why we do not refactor it.
",0,1,0,0,0,0,0
blob,org.apache.pig.test.pigmix.mapreduce.L8,0,"
The modifications to this class are generally simple, that's why we do not refactor it.
",0,1,0,0,0,0,0
blob,org.apache.pig.test.pigmix.mapreduce.L9,0,"
The modifications to this class are generally simple, that's why we do not refactor it.
",0,1,0,0,0,0,0
blob,org.apache.pig.test.pigunit.TestPigTest,0,"
It's just a test.
",0,0,0,0,0,0,1
blob,org.apache.pig.test.TestBuiltin,0,"
It is a test, no need to look into it.
",0,0,0,0,0,0,1
blob,org.apache.pig.test.TestDataBag,0,"
It is a test, no need to look into it.
",0,0,0,0,0,0,1
blob,org.apache.pig.test.TestEvalPipeline,0,"
It is a test, no need to look into it.
",0,0,0,0,0,0,1
blob,org.apache.pig.test.TestEvalPipeline2,0,"
It is a test, no need to look into it.
",0,0,0,0,0,0,1
blob,org.apache.pig.test.TestEvalPipelineLocal,0,"
It is a test, no need to look into it.
",0,0,0,0,0,0,1
blob,org.apache.pig.test.TestGrunt,0,"
It is a test, no need to look into it.
",0,0,0,0,0,0,1
blob,org.apache.pig.test.TestHBaseStorage,0,"
It is a test, no need to look into it.
",0,0,0,0,0,0,1
blob,org.apache.pig.test.TestLogicalPlanBuilder,0,"
It is a test, no need to look into it.
",0,0,0,0,0,0,1
blob,org.apache.pig.test.TestMacroExpansion,0,"
It is a test, no need to look into it.
",0,0,0,0,0,0,1
blob,org.apache.pig.test.TestMergeJoin,0,"
It is a test, no need to look into it.
",0,0,0,0,0,0,1
blob,org.apache.pig.test.TestMRCompiler,0,"
It is a test, no need to look into it.
",0,0,0,0,0,0,1
blob,org.apache.pig.test.TestMultiQueryCompiler,0,"
It is a test, no need to look into it.
",0,0,0,0,0,0,1
blob,org.apache.pig.test.TestNewPlanLogToPhyTranslationVisitor,0,"
It is a test, no need to look into it.
",0,0,0,0,0,0,1
blob,org.apache.pig.test.TestNewPlanOperatorPlan,0,"
It is a test, no need to look into it.
",0,0,0,0,0,0,1
blob,org.apache.pig.test.TestNewPlanPushDownForeachFlatten,0,"
It is a test, no need to look into it.
",0,0,0,0,0,0,1
blob,org.apache.pig.test.TestNewPlanPushUpFilter,0,"
It is a test, no need to look into it.
",0,0,0,0,0,0,1
blob,org.apache.pig.test.TestParamSubPreproc,0,"
It is a test, no need to look into it.
",0,0,0,0,0,0,1
blob,org.apache.pig.test.TestPigRunner,0,"
It is a test, no need to look into it.
",0,0,0,0,0,0,1
blob,org.apache.pig.test.TestPigServer,0,"
It is a test, no need to look into it.
",0,0,0,0,0,0,1
blob,org.apache.pig.test.TestPOCast,0,"
It is a test, no need to look into it.
",0,0,0,0,0,0,1
blob,org.apache.pig.test.TestProjectRange,0,"
It is a test, no need to look into it.
",0,0,0,0,0,0,1
blob,org.apache.pig.test.TestPruneColumn,0,"
It is a test, no need to look into it.
",0,0,0,0,0,0,1
blob,org.apache.pig.test.TestSchema,0,"
It is a test, no need to look into it.
",0,0,0,0,0,0,1
blob,org.apache.pig.test.TestStore,0,"
It is a test, no need to look into it.
",0,0,0,0,0,0,1
blob,org.apache.pig.test.TestTypeCheckingValidatorNewLP,0,"
It is a test, no need to look into it.
",0,0,0,0,0,0,1
blob,org.apache.pig.test.Util,0,"
This i a utility class, its OK to have it as is. 
",0,0,0,0,0,1,0
blob,org.apache.pig.test.utils.AccumulativeSumBag,2,"
The way the class acts may be improved, for instance by dividing the methods into multiple classes. 
",0,0,0,1,0,0,0
blob,org.apache.pig.test.utils.AccumulatorBagCount,2,"
The way the class acts may be improved, for instance by dividing the methods into multiple classes. 
",0,0,0,1,0,0,0
blob,org.apache.pig.test.utils.dotGraph.DotEdge,0,"
If it doesn't change, we cannot modify it freely.
",0,1,0,0,0,0,0
blob,org.apache.pig.test.utils.dotGraph.DotGraph,0,"
If it doesn't change, we cannot modify it freely.
",0,1,0,0,0,0,0
blob,org.apache.pig.test.utils.dotGraph.DotGraphReader,0,"
If it doesn't change, we cannot modify it freely.
",0,1,0,0,0,0,0
blob,org.apache.pig.test.utils.dotGraph.DotNode,0,"
If it doesn't change, we cannot modify it freely.
",0,1,0,0,0,0,0
blob,org.apache.pig.test.utils.FILTERFROMFILE,2,"
Too many LOC, it should be refactored.
",0,0,0,1,0,0,0
blob,org.apache.pig.test.utils.HelperEvalFuncUtils,2,"
While this is a utility class, this needs to be fixed as soon as possible. 
",0,0,0,0,0,1,0
blob,org.apache.pig.test.utils.UDFContextTestLoader,1,"
The loaded has three different ways to work, one class for each way may be done.
",0,0,0,0,1,0,0
blob,org.apache.pig.test.utils.UDFContextTestLoaderWithSignature,1,"
The loader has three different ways to work, one class for each way may be done.
",0,0,0,0,0,1,0
blob,org.apache.pig.test.utils.UPPER,1,"
the parsing tool is something we are still developing, so it is normal to have these cases.
",0,0,0,0,0,1,0
blob,org.apache.pig.test.utils.URLPARSE,1,"
the parsing tool is something we are still developing, so it is normal to have these cases.
",0,0,0,0,0,1,0
blob,org.apache.pig.test.utils.WordCount,1,"
the parsing tool is something we are still developing, so it is normal to have these cases.
",0,0,0,0,0,1,0
blob,org.apache.solr.analytics.accumulator.FacetingAccumulator,1,"
The class does not often change, so we can postpone.
",0,1,0,0,0,0,0
blob,org.apache.solr.analytics.facet.FieldFacetTest,1,"
The class does not often change, so we can postpone.
",0,1,0,0,0,0,0
blob,org.apache.solr.analytics.statistics.StatsCollectorSupplierFactory,1,"
The class does not often change, so we can postpone.
",0,1,0,0,0,0,0
blob,org.apache.solr.BaseDistributedSearchTestCase,1,"
it is a test, its good to have large tests.
",0,0,0,1,0,0,1
blob,org.apache.solr.client.solrj.impl.BasicHttpSolrClientTest,1,"
it is a test, its good to have large tests.
",0,0,0,1,0,0,1
blob,org.apache.solr.client.solrj.impl.CloudSolrClient,1,"
the client might be better organized but i don't have an idea of how to do it.
",0,0,0,0,0,1,0
blob,org.apache.solr.client.solrj.impl.HttpSolrClient,1,"
the client might be better organized but i don't have an idea of how to do it.
",0,0,0,0,0,1,0
blob,org.apache.solr.client.solrj.impl.LBHttpSolrClient,1,"
it is huge, but not really as critical as it can appear.
",0,0,0,1,0,0,0
blob,org.apache.solr.client.solrj.io.stream.StreamExpressionTest,1,"
it is a test, its good to have large tests.
",0,0,0,1,0,0,1
blob,org.apache.solr.client.solrj.io.stream.StreamingTest,1,"
it is a test, its good to have large tests.
",0,0,0,1,0,0,1
blob,org.apache.solr.client.solrj.request.SchemaTest,1,"
it is a test, its good to have large tests.
",0,0,0,1,0,0,1
blob,org.apache.solr.client.solrj.SolrClient,1,"
the client might be better organized but i don't have an idea of how to do it.
",0,0,0,0,0,1,0
blob,org.apache.solr.client.solrj.SolrExampleTests,1,"
it is a test, its good to have large tests.
",0,0,0,1,0,0,1
blob,org.apache.solr.client.solrj.SolrQuery,1,"
the client might be better organized but i don't have an idea of how to do it.
",0,0,0,0,0,1,0
blob,org.apache.solr.cloud.AbstractFullDistribZkTestBase,1,"
The class does not often change, so we can postpone.
",0,1,0,0,0,0,0
blob,org.apache.solr.cloud.BaseCdcrDistributedZkTest,1,"
The class does not often change, so we can postpone.
",0,1,0,0,0,0,0
blob,org.apache.solr.cloud.BasicDistributedZkTest,1,"
The class does not often change, so we can postpone.
",0,1,0,0,0,0,0
blob,org.apache.solr.cloud.CollectionsAPIDistributedZkTest,1,"
The class does not often change, so we can postpone.
",0,1,0,0,0,0,0
blob,org.apache.solr.cloud.OverseerCollectionConfigSetProcessorTest,1,"
The class does not often change, so we can postpone.
",0,1,0,0,0,0,0
blob,org.apache.solr.cloud.OverseerCollectionMessageHandler,1,"
The class does not often change, so we can postpone.
",0,1,0,0,0,0,0
blob,org.apache.solr.cloud.OverseerTest,1,"
The class does not often change, so we can postpone.
",0,1,0,0,0,0,0
blob,org.apache.solr.cloud.TestCloudPivotFacet,1,"
The class does not often change, so we can postpone.
",0,1,0,0,0,0,0
blob,org.apache.solr.cloud.ZkController,1,"
The class does not often change, so we can postpone.
",0,1,0,0,0,0,0
blob,org.apache.solr.common.cloud.SolrZkClient,1,"
the client might be better organized but i don't have an idea of how to do it.
",0,0,0,0,0,1,0
blob,org.apache.solr.common.cloud.ZkStateReader,1,"
I dont' have too much to say, the class is big and should be addressed.
",0,0,0,0,1,0,0
blob,org.apache.solr.core.CoreContainer,1,"
The class does not often change, so we can postpone.
",0,1,0,0,0,0,0
blob,org.apache.solr.core.SolrCore,1,"
The class does not often change, so we can postpone.
",0,1,0,0,0,0,0
blob,org.apache.solr.core.SolrResourceLoader,1,"
The class does not often change, so we can postpone.
",0,1,0,0,0,0,0
blob,org.apache.solr.CursorPagingTest,1,"
it doesnt change, so no priority.
",0,1,0,0,0,0,0
blob,org.apache.solr.hadoop.MorphlineGoLiveMiniMRTest,1,"
The class does not often change, so we can postpone.
",0,1,0,0,0,0,0
blob,org.apache.solr.handler.admin.CoreAdminHandler,1,"
The class does not often change, so we can postpone.
",0,1,0,0,0,0,0
blob,org.apache.solr.handler.admin.LukeRequestHandler,1,"
The class does not often change, so we can postpone.
",0,1,0,0,0,0,0
blob,org.apache.solr.handler.component.FacetComponent,1,"
The class does not often change, so we can postpone.
",0,1,0,0,0,0,0
blob,org.apache.solr.handler.component.QueryComponent,1,"
The class does not often change, so we can postpone.
",0,1,0,0,0,0,0
blob,org.apache.solr.handler.component.RangeFacetRequest,1,"
The class does not often change, so we can postpone.
",0,1,0,0,0,0,0
blob,org.apache.solr.handler.component.SpellCheckComponent,1,"
The class does not often change, so we can postpone.
",0,1,0,0,0,0,0
blob,org.apache.solr.handler.component.StatsComponentTest,1,"
The class does not often change, so we can postpone.
",0,1,0,0,0,0,0
blob,org.apache.solr.handler.dataimport.AbstractSqlEntityProcessorTestCase,1,"
The class does not often change, so we can postpone.
",0,1,0,0,0,0,0
blob,org.apache.solr.handler.dataimport.DocBuilder,1,"
The class does not often change, so we can postpone.
",0,1,0,0,0,0,0
blob,org.apache.solr.handler.dataimport.MailEntityProcessor,1,"
The class does not often change, so we can postpone.
",0,1,0,0,0,0,0
blob,org.apache.solr.handler.TestReplicationHandler,1,"
It don't change so often, that's why it has a limited importance.
",0,1,0,0,0,0,0
blob,org.apache.solr.schema.FieldType,1,"
This may be split, we already planned to do it but in the end we did not reach a full agreement on how to do it.
",0,0,0,1,0,0,0
blob,org.apache.solr.schema.IndexSchema,1,"
We discussed about this class, it does too many things and should be improved. 
",0,0,1,0,0,0,0
blob,org.apache.solr.schema.TestCloudManagedSchemaConcurrent,1,"
The class does not often change, so we can postpone.
",0,1,0,0,0,0,0
blob,org.apache.solr.SolrTestCaseJ4,1,"
it is a test, its good to have large tests.
",0,0,0,1,0,0,1
blob,org.apache.solr.update.processor.ParsingFieldUpdateProcessorsTest,1,"
The class does not often change, so we can postpone.
",0,1,0,0,0,0,0
blob,org.apache.solr.util.hll.HLL,1,"
this is a utility class, its normal to have more methods.
",0,0,0,0,0,1,0
blob,org.apache.solr.util.SimplePostTool,1,"
This is a sample class, no need to refactor
",0,0,0,0,0,1,0
blob,org.apache.solr.util.SolrCLI,1,"
this is a utility class, its normal to have more methods.
",0,0,0,0,0,1,0
blob,org.apache.solr.util.SolrPluginUtils,1,"
this is a utility class, its normal to have more methods.
",0,0,0,0,0,1,0
blob,org.eclipse.cdt.debug.ui.memory.traditional.Rendering,1,"
This is not often changed, that's why this is not a priority now.
",0,1,0,0,0,0,0
blob,org.eclipse.cdt.internal.core.dom.lrparser.cpp.CPPNoCastExpressionParser,2,"
I have problems understanding it
",0,0,0,0,1,0,0
blob,org.eclipse.cdt.internal.core.dom.lrparser.cpp.CPPNoFunctionDeclaratorParser,2,"
I have problems understanding it
",0,0,0,0,1,0,0
blob,org.eclipse.cdt.internal.core.dom.lrparser.cpp.CPPSizeofExpressionParser,2,"
I cannot understand it or maintain in.
",0,0,0,0,1,0,0
blob,org.eclipse.cdt.internal.core.dom.lrparser.cpp.CPPTemplateTypeParameterParser,2,"
Too much LOC, poorly understandable
",0,0,0,1,1,0,0
shotgun-surgery,org.apache.cayenne.access.DbLoader,2,"
there are a lot of method calls to external classes.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cayenne.access.IncrementalFaultList,2,"
coupling should be reduced.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cayenne.access.jdbc.EJBQLConditionTranslator,0,"
methods could have been better organized to avoid these too many calls.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cayenne.access.ObjectStore,2,"
the class makes a number of calls.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cayenne.access.ReturnTypesMappingTest,2,"
too high coupling.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cayenne.access.trans.SelectTranslatorTest,0,"
class has a lot of external calls.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cayenne.exp.Expression,0,"
the methods of the class do not always talk to each other, while they call methods of other classes.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cayenne.exp.ExpressionFactory,2,"
the coupling if this class is high.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cayenne.exp.parser.ExpressionParser,2,"
too high coupling.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cayenne.exp.parser.ExpressionParserTokenManager,2,"
the amount of method calls should be reduced. 
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cayenne.map.DbEntity,2,"
high coupling.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cayenne.map.ObjEntity,2,"
high coupling, too many calls made over other classes.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cayenne.map.ObjRelationship,2,"
excessive amount of method calls.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cayenne.modeler.ProjectController,2,"
the methods might be moved here and there to reduce excessive coupling.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cayenne.modeler.ProjectTreeView,2,"
the class is tight to many other classes.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cayenne.query.SelectQuery,0,"
I see that the class has a slightly high coupling, but I don't think this is critical.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cayenne.query.SelectQueryTest,0,"
many methods make calls to other methods to gather data.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cayenne.util.concurrentlinkedhashmap.ConcurrentLinkedHashMap,2,"
too many external calls.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cayenne.util.EqualsBuilder,0,"
the coupling is high.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cayenne.wocompat.parser.Parser,2,"
the class performs several calls to other classes.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cayenne.wocompat.parser.ParserTokenManager,2,"
high coupling.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.aegis.type.basic.BeanTest,0,"
the class relies on several other classes. 
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.aegis.type.basic.BeanType,0,"
the interface of some methods is unclear. 
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.cxf.binding.corba.runtime.CorbaObjectReader,0,"
the number of invokations is high.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.binding.soap.SoapBindingFactory,0,"
high coupling, the code is complex and hard to understand.
",1,0,0,0,1,0,0
shotgun-surgery,org.apache.cxf.endpoint.dynamic.DynamicClientFactory,2,"
excessive number of methods' call toward other classes.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.javascript.JavascriptUtils,2,"
the class invokes several methods from other classes, making the code pretty hard to understand.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.cxf.javascript.service.ServiceJavascriptBuilder,2,"
there are several calls.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.jaxb.JAXBDataBinding,0,"
high coupling.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.jaxb.JAXBEncoderDecoder,0,"
the class is complex, makes too many invokations.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.cxf.jaxb.JAXBSchemaInitializer,0,"
some methods should be moved to better locations.
",0,0,0,1,0,0,0
shotgun-surgery,org.apache.cxf.jaxrs.client.AbstractClient,2,"
the interaction that methods have with other methods of the same class is unclear.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.cxf.jaxrs.client.ClientProxyImpl,2,"
the code is hard to understand, both because of lack of documentation and low cohesion.
",0,0,1,0,1,0,0
shotgun-surgery,org.apache.cxf.jaxrs.client.WebClient,2,"
there are methods which should be placed in better locations.
",0,0,0,1,0,0,0
shotgun-surgery,org.apache.cxf.jaxrs.ext.search.fiql.FiqlParser,1,"
the problem is that the class is highly coupled with external classes.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.jaxrs.impl.UriBuilderImpl,1,"
there is some method doing too much.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.cxf.jaxrs.impl.UriBuilderImplTest,1,"
the complexity of the methods must be taken under control.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.cxf.jaxrs.model.wadl.WadlGenerator,1,"
high coupling makes the code not very much understandable. 
",1,0,0,0,1,0,0
shotgun-surgery,org.apache.cxf.jaxrs.model.wadl.WadlGeneratorTest,1,"
class should be less tight to other data classes.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.jaxrs.provider.AbstractJAXBProvider,1,"
too high coupling for this class.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.jaxrs.provider.json.JSONProviderTest,1,"
a number of methods should be simplified, maybe also moved to other classes.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.cxf.jaxrs.provider.ProviderFactory,1,"
some methods are too complex. 
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.cxf.jaxrs.SelectMethodCandidatesTest,1,"
the location of some methods could be updated.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.jaxrs.utils.InjectionUtils,1,"
the class suffers from high coupling.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.jaxrs.utils.JAXRSUtils,1,"
high coupling, the code has became complex to be understood.
",1,0,0,0,1,0,0
shotgun-surgery,org.apache.cxf.jaxrs.utils.JAXRSUtilsTest,1,"
perhaps, some methods could have been better designed so that they would not need to call external classes.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.jaxrs.utils.ResourceUtils,1,"
the class is too tight to many other classes.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.jaxws.EndpointImpl,1,"
the coupling is high and the complexity increases because of that.
",1,0,0,0,1,0,0
shotgun-surgery,org.apache.cxf.jaxws.handler.HandlerChainInvokerTest,1,"
the methods look wrongly placed - they should be perhaps moved to other classes.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.jaxws.ServiceImpl,1,"
methods should be redesigned to call less external members.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.jaxws.support.JaxWsServiceConfiguration,2,"
there is a problem with coupling.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.management.web.logging.ReadOnlyFileStorage,2,"
the class has been changed to many times and now it is hard to explain why certain methods still belong to it.
",0,1,0,0,0,0,0
shotgun-surgery,org.apache.cxf.maven_plugin.AbstractCodegenMoho,0,"
some methods perform too many calls. 
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.staxutils.StaxUtils,0,"
methods are not related to each other. 
",0,0,1,0,0,0,0
shotgun-surgery,org.apache.cxf.sts.operation.AbstractOperation,1,"
it has methods that should be at least moved. 
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.sts.operation.IssueOnbehalfofUnitTest,1,"
the class is not cohesive.
",0,0,1,0,0,0,0
shotgun-surgery,org.apache.cxf.sts.operation.IssueSamlClaimsUnitTest,1,"
it contains methods that are too coupled to other classes.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.sts.operation.ValidateTokenTransformationUnitTest,1,"
being the class large with many methods, maintaining it is sometimes hard.
",0,0,0,1,0,0,0
shotgun-surgery,org.apache.cxf.systest.dispatch.DispatchClientServerTest,1,"
the identity of the class is unclear.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.cxf.systest.handlers.HandlerInvocationTest,1,"
slightly high coupling.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.systest.http.HTTPConduitTest,1,"
some of the methods seem not really related to the class.
",0,0,1,0,0,0,0
shotgun-surgery,org.apache.cxf.systest.jaxrs.BookStore,1,"
high coupling.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.systest.jaxrs.JAXRSMultipartTest,1,"
the complexity of some methods is high.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.cxf.systest.jaxrs.JAXRSSoapBookTest,1,"
the class is generally too related to others.
",0,0,1,0,0,0,0
shotgun-surgery,org.apache.cxf.systest.jaxws.ClientServerMiscTest,1,"
the class calls external APIs that make the code a mess.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.systest.jaxws.ClientServerTest,1,"
calls are too many.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.systest.jms.JMSClientServerTest,1,"
high coupling.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.systest.sts.batch.SimpleBatchSTSClient,1,"
it is not clear how to handle the high coupling of this class.
",1,0,0,0,1,0,0
shotgun-surgery,org.apache.cxf.systest.type_test.AbstractTypeTestClient,1,"
the understandability of the class is compromised.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.cxf.systest.type_test.AbstractTypeTestClient2,1,"
lack of documentation, the code cannot be properly modified.
",0,1,0,0,0,0,0
shotgun-surgery,org.apache.cxf.systest.type_test.AbstractTypeTestClient3,1,"
the effort required to change things is high.
",0,1,0,0,0,0,0
shotgun-surgery,org.apache.cxf.systest.type_test.AbstractTypeTestClient4,1,"
many methods have problems with coupling.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.systest.ws.rm.SequenceTest,1,"
this class is complex.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.cxf.systest.ws.saml.StaxSamlTokenTest,0,"
it frequently changes, maybe because of the role the class has within the project.
",0,1,0,0,0,0,0
shotgun-surgery,org.apache.cxf.systest.ws.x509.StaxX509TokenTest,0,"
too many external method calls.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.systest.ws.x509.X509TokenTest,0,"
the class has too many methods.
",0,0,0,1,0,0,0
shotgun-surgery,org.apache.cxf.tools.corba.processors.idl.IDLLexer,0,"
it would be better to keep the external calls under control. 
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.tools.corba.processors.idl.IDLParser,0,"
the scope of the class is not clear enough.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.cxf.tools.corba.processors.wsdl.WSDLParameter,0,"
high coupling makes things bad.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.tools.corba.processors.wsdl.WSDLToCorbaBinding,0,"
the code is complicated to read.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.cxf.tools.corba.processors.wsdl.WSDLToCorbaHelper,0,"
documentation missing and too many methods for one single class.
",0,0,0,1,0,0,0
shotgun-surgery,org.apache.cxf.tools.corba.processors.wsdl.WSDLToIDLAction,0,"
the methods are long and complex.
",0,0,0,1,1,0,0
shotgun-surgery,org.apache.cxf.tools.corba.processors.WSDLToCorbaBindingTypeTest,0,"
the code is long. 
",0,0,0,1,0,0,0
shotgun-surgery,org.apache.cxf.tools.corba.processors.WSDLToIDLGenerationTest,0,"
long code with a lot of method calls.
",0,0,0,1,0,0,0
shotgun-surgery,org.apache.cxf.tools.java2wsdl.processor.JavaToProcessorTest,1,"
it is unclear whether some methods are really in the right class.
",0,0,0,0,1,0,0
shotgun-surgery,org.apache.cxf.tools.wadlto.jaxrs.SourceGenerator,0,"
high coupling hides maintainability.
",1,0,0,0,1,0,0
shotgun-surgery,org.apache.cxf.tools.wsdlto.databinding.jaxb.JAXBDataBinding,0,"
the cohesion of some methods with respect to the others is debatable.
",0,0,1,0,0,0,0
shotgun-surgery,org.apache.cxf.tools.wsdlto.frontend.jaxws.customization.CustomizationParser,0,"
the problem is clearly the high coupling of some methods.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.tools.wsdlto.frontend.jaxws.processor.internal.ParameterProcessor,0,"
it is hard to read (and also to change)
",0,1,0,0,1,0,0
shotgun-surgery,org.apache.cxf.tools.wsdlto.jaxws.CodeGenBugTest,1,"
the class triggers too many changes - not all hard to do, but still a lot.
",0,1,0,0,0,0,0
shotgun-surgery,org.apache.cxf.tools.wsdlto.jaxws.CodeGenTest,1,"
some methods should belong to different classes.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.tools.wsdlto.WSDLToJavaContainer,0,"
the code seems to have problems in terms of coupling.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.transport.http_jetty.JettyHTTPDestinationTest,1,"
of course, this is hard to touch.
",0,1,0,0,0,0,0
shotgun-surgery,org.apache.cxf.transport.http_jetty.JettyHTTPServerEngine,1,"
high cupling.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.transport.http.AbstractHTTPDestination,1,"
too many calls, missing documentation on how to maintain it.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.transport.http.HTTPConduit,1,"
there are methods that seem not very related to the class.
",0,0,1,0,0,0,0
shotgun-surgery,org.apache.cxf.transport.jms.JMSUtils,1,"
this should possibly be improved by relocating certain classes. 
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.ws.addressing.EndpointReferenceUtils,0,"
maybe the cohesion can be improved. 
",0,0,1,0,0,0,0
shotgun-surgery,org.apache.cxf.ws.addressing.impl.MAPAggregatorImpl,1,"
many methods have unrelated functions.
",0,0,1,0,0,0,0
shotgun-surgery,org.apache.cxf.ws.policy.PolicyEngineTest,1,"
the class does several things and does them by calling a number of other classes.
",1,0,0,0,0,0,0
shotgun-surgery,org.apache.cxf.ws.rm.DestinationSequenceTest,1,"
that's hard to modify, since every time I change it several other classes may be impacted.
",0,1,0,0,0,0,0
