smell,class,comments,coupling,changehistory,cohesion,size,complexity,production,testing
blob,org.apache.solr.handler.IndexFetcher,"
Not really created problems, so we did not take the refactoring into account.
",0,0,0,0,0,0,0
blob,org.apache.solr.handler.ReplicationHandler,"
The option of refactoring was raised, but in the end we did not do that because of time constraints.
",0,0,0,0,0,0,0
blob,org.apache.solr.handler.SolrConfigHandler,"
We do not have time for refactoring this. 
",0,0,0,0,0,0,0
blob,org.apache.solr.handler.SQLHandler,"
It may be designed better, its true, but now it is like this at is good to go.
",0,0,0,0,0,0,0
blob,org.apache.solr.handler.TestReplicationHandler,"
It don't change so often, that's why it has a limited importance.
",0,1,0,0,0,0,0
blob,org.apache.solr.parser.QueryParser,"
it can be improved, but time does not allow it. 
",0,0,0,0,0,0,0
blob,org.apache.solr.parser.QueryParserTokenManager,"
it can be improved, but time does not allow it. 
",0,0,0,0,0,0,0
blob,org.apache.solr.parser.SolrQueryParserBase,"
it can be improved, but time does not allow it. 
",0,0,0,0,0,0,0
blob,org.apache.solr.request.SimpleFacets,"
it can be improved, but time does not allow it. 
",0,0,0,0,0,0,0
blob,org.apache.solr.request.SimpleFacetsTest,"
it can be improved, but time does not allow it. 
",0,0,0,0,0,0,0
blob,org.apache.solr.request.TestIntervalFaceting,"
it can be improved, but time does not allow it. 
",0,0,0,0,0,0,0
blob,org.apache.solr.rest.RestManager,"
it can be improved, but time does not allow it. 
",0,0,0,0,0,0,0
blob,org.apache.solr.schema.FieldType,"
This may be split, we already planned to do it but in the end we did not reach a full agreement on how to do it.
",0,0,0,1,0,0,0
blob,org.apache.solr.schema.IndexSchema,"
We discussed about this class, it does too many things and should be improved. 
",0,0,1,0,0,0,0
blob,org.apache.solr.schema.ManagedIndexSchema,"
This class simply sucks, but not it cannot be improved so simply. 
",0,0,0,0,0,0,0
blob,org.apache.solr.schema.TestCloudManagedSchemaConcurrent,"
The class does not often change, so we can postpone.
",0,1,0,0,0,0,0
blob,org.apache.solr.schema.TrieField,"
The design is terrible, but now it cannot be done anything.
",0,0,0,0,0,0,0
blob,org.apache.solr.search.ExtendedDismaxQParser,"
it can be improved, but time does not allow it. 
",0,0,0,0,0,0,0
blob,org.apache.solr.search.Grouping,"
it can be improved, but time does not allow it. 
",0,0,0,0,0,0,0
blob,org.apache.solr.search.QueryEqualityTest,"
it can be improved, but time does not allow it. 
",0,0,0,0,0,0,0
blob,org.apache.solr.search.QueryParsing,"
it can be improved, but time does not allow it. 
",0,0,0,0,0,0,0
blob,org.apache.solr.search.SolrIndexSearcher,"
it can be improved, but time does not allow it. 
",0,0,0,0,0,0,0
blob,org.apache.solr.search.SortedIntDocSet,"
it can be improved, but time does not allow it. 
",0,0,0,0,0,0,0
blob,org.apache.solr.search.TestRecovery,"
it can be improved, but time does not allow it. 
",0,0,0,0,0,0,0
blob,org.apache.solr.search.TestRecoveryHdfs,"
it can be improved, but time does not allow it. 
",0,0,0,0,0,0,0
blob,org.apache.solr.search.ValueSourceParser,"
it can be improved, but time does not allow it. 
",0,0,0,0,0,0,0
blob,org.apache.solr.servlet.HttpSolrCall,"
it can be improved, but time does not allow it. 
",0,0,0,0,0,0,0
blob,org.apache.solr.SolrTestCaseJ4,"
it is a test, its good to have large tests.
",0,0,0,1,0,0,1
blob,org.apache.solr.update.CdcrUpdateLogTest,"
it can be improved, but time does not allow it. 
",0,0,0,0,0,0,0
blob,org.apache.solr.update.DirectUpdateHandler2,"
it can be improved, but time does not allow it. 
",0,0,0,0,0,0,0
blob,org.apache.solr.update.processor.ParsingFieldUpdateProcessorsTest,"
The class does not often change, so we can postpone.
",0,1,0,0,0,0,0
blob,org.apache.solr.update.UpdateLog,"
it can be improved, but time does not allow it. 
",0,0,0,0,0,0,0
blob,org.apache.solr.util.hll.HLL,"
this is a utility class, its normal to have more methods.
",0,0,0,0,0,1,0
blob,org.apache.solr.util.SimplePostTool,"
This is a sample class, no need to refactor
",0,0,0,0,0,1,0
blob,org.apache.solr.util.SolrCLI,"
this is a utility class, its normal to have more methods.
",0,0,0,0,0,1,0
blob,org.apache.solr.util.SolrPluginUtils,"
this is a utility class, its normal to have more methods.
",0,0,0,0,0,1,0
blob,org.apache.tools.bzip2r.CBZip2InputStream,"
Not really an issue.
",0,0,0,0,0,0,0
blob,org.apache.tools.bzip2r.CBZip2OutputStream,"
Not really an issue.
",0,0,0,0,0,0,0
blob,org.eclipse.cdt.debug.ui.memory.floatingpoint.Rendering,"
It is a problem, not a top priority tought.
",0,0,0,0,0,0,0
blob,org.eclipse.cdt.debug.ui.memory.memorybrowser.MemoryBrowser,"
We need to take care of this at some point.
",0,0,0,0,0,0,0
blob,org.eclipse.cdt.debug.ui.memory.search.FindReplaceDialog,"
We could have wrote this better.
",0,0,0,0,0,0,0
blob,org.eclipse.cdt.debug.ui.memory.traditional.AbstractPane,"
Since this is an abstract class, it is not creating too many issues at the moment.
",0,0,0,0,0,0,0
blob,org.eclipse.cdt.debug.ui.memory.traditional.Rendering,"
This is not often changed, that's why this is not a priority now.
",0,1,0,0,0,0,0
blob,org.eclipse.cdt.internal.core.dom.lrparser.cpp.CPPExpressionParser,"
The code should be completely rewritten at some point.
",0,0,0,0,0,0,0
blob,org.eclipse.cdt.internal.core.dom.lrparser.cpp.CPPNoCastExpressionParser,"
I have problems understanding it
",0,0,0,0,1,0,0
blob,org.eclipse.cdt.internal.core.dom.lrparser.cpp.CPPNoFunctionDeclaratorParser,"
I have problems understanding it
",0,0,0,0,1,0,0
blob,org.eclipse.cdt.internal.core.dom.lrparser.cpp.CPPParser,"
This is a known problem.
",0,0,0,0,0,0,0
blob,org.eclipse.cdt.internal.core.dom.lrparser.cpp.CPPSizeofExpressionParser,"
I cannot understand it or maintain in.
",0,0,0,0,1,0,0
blob,org.eclipse.cdt.internal.core.dom.lrparser.cpp.CPPTemplateTypeParameterParser,"
Too much LOC, poorly understandable
",0,0,0,1,1,0,0
blob,org.eclipse.cdt.internal.core.dom.lrparser.gcc.GCCParser,"
The code should be completely rewritten at some point.
",0,0,0,0,0,0,0
blob,org.eclipse.cdt.internal.core.dom.lrparser.gcc.GCCSizeofExpressionParser,"
This is a problem, we kwow
",0,0,0,0,0,0,0
blob,org.eclipse.cdt.internal.core.dom.lrparser.gpp.GPPParser,"
This is a known problem.
",0,0,0,0,0,0,0
blob,org.eclipse.cdt.internal.core.dom.lrparser.gpp.GPPSizeofExpressionParser,"
This is a known problem.
",0,0,0,0,0,0,0
blob,org.eclipse.cdt.internal.core.dom.parser.upc.UPCExpressionParser,"
Good to know. 
",0,0,0,0,0,0,0
blob,org.eclipse.cdt.internal.core.dom.parser.upc.UPCNoCastExpressionParser,"
Not really a problem so far.
",0,0,0,0,0,0,0
blob,org.eclipse.cdt.internal.core.dom.parser.upc.UPCParser,"
It is a problem, but not to solve at the moment.
",0,0,0,0,0,0,0
blob,org.eclipse.cdt.internal.core.dom.parser.upc.UPCSizeofExpressionParser,"
>Thanks for pointing this out.
",0,0,0,0,0,0,0
blob,org.eclipse.cdt.internal.core.lrparser.xlc.c.XlcCParser,"
Not really in my top list
",0,0,0,0,0,0,0
blob,org.eclipse.cdt.internal.core.lrparser.xlc.cpp.XlcCPPParser,"
We should do something, thanks for reaching me out. 
",0,0,0,0,0,0,0
spaghetti-code,org.apache.cassandra.config.DatabaseDescriptor,"
long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.cassandra.cql3.statements.SelectStatement,"
the class is not well designed.
",0,0,0,0,0,0,0
spaghetti-code,org.apache.cassandra.cql3.statements.SelectStatementTest,"
the class is complex because it tests a class that is complex.
",0,0,0,0,1,0,1
spaghetti-code,org.apache.cassandra.db.ColumnFamilyStore,"
methods are too long.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.cassandra.db.ColumnFamilyStoreTest,"
it is hard to understand.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.cassandra.db.compaction.CompactionManager,"
the risk of introducing defects is high because the methods are not very well designed.
",0,0,0,0,0,0,0
spaghetti-code,org.apache.cassandra.gms.Gossiper,"
the class has a number of long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.cassandra.io.sstable.SSTableReader,"
too many methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.cassandra.io.sstable.SSTableRewriterTest,"
the class is overly long.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.cassandra.metrics.ColumnFamilyMetrics,"
methods are too long.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.cassandra.service.StorageProxy,"
the complexity of the methods is too high.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.cassandra.service.StorageService,"
long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.cassandra.thrift.Cassandra,"
long and complex code.
",0,0,0,1,1,0,0
spaghetti-code,org.apache.cassandra.thrift.CassandraServer,"
too many long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.cassandra.thrift.CfDef,"
complex methods with unclear functions.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.cassandra.thrift.ColumnDef,"
too many methods are too long.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.cassandra.thrift.ColumnOrSuperColumn,"
certain methods look complex.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.cassandra.thrift.CqlMetadata,"
code complexity.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.cassandra.thrift.CqlPreparedResult,"
some methods are complex.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.cassandra.thrift.CqlResult,"
High LOC.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.cassandra.thrift.KeyRange,"
the class should be redesigned.
",0,0,0,0,0,0,0
spaghetti-code,org.apache.cassandra.thrift.KsDef,"
long methods are included in the class.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.cassandra.thrift.MultiSliceRequest,"
the class has several complex methods.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.cassandra.thrift.TokenRange,"
the methods often do not accept parameters.
",0,0,0,0,0,0,0
spaghetti-code,org.apache.cassandra.tools.NodeProbe,"
methods are too long.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.cassandra.utils.MerkleTree,"
complex code.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.api.security.user.UserManagerSearchTest,"
too many long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.api.security.user.UserManagerSearchTest,"
the class seems a C function.
",0,0,0,0,0,0,0
spaghetti-code,org.apache.jackrabbit.commons.AbstractNode,"
the class has too many complex methods.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.commons.AbstractNode,"
the design of the methods should be improved.
",0,0,0,0,0,0,0
spaghetti-code,org.apache.jackrabbit.commons.cnd.CompactNodeTypeDefReader,"
to be honest, several methods are too long and could dialog with other classes in a better way.
",1,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.commons.cnd.CompactNodeTypeDefReader,"
the complexity of the code is high.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.commons.JcrUtils,"
long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.commons.JcrUtils,"
methods are simply too long.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.commons.query.GQL,"
several methods - which were well designed at the beginning - of the class could be refactored for improving their comprehension.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.commons.query.GQL,"
the methods would need some refactoring to be simplified.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.commons.query.sql2.Parser,"
long and complex code makes hard to understand the class.
",0,0,0,1,1,0,0
spaghetti-code,org.apache.jackrabbit.commons.query.sql2.Parser,"
the class makes use of complex methods.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.core.BatchedItemOperations,"
as the name suggests, the class seems to be a set of functions. 
",0,0,0,0,0,0,0
spaghetti-code,org.apache.jackrabbit.core.BatchedItemOperations,"
it doesn't use any kind of OOP feature.
",0,0,0,0,0,0,0
spaghetti-code,org.apache.jackrabbit.core.CachingHierarchyManager,"
too many long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.core.CachingHierarchyManager,"
has a number of overly long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.core.cluster.ClusterNode,"
dozens of methods are long and not properly documented. 
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.core.cluster.ClusterNode,"
some methods are too long.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.core.config.RepositoryConfig,"
the class has several long/complex methods.
",0,0,0,1,1,0,0
spaghetti-code,org.apache.jackrabbit.core.config.RepositoryConfig,"
unclear role of certain methods.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.core.config.RepositoryConfigurationParser,"
not very well designed. 
",0,0,0,0,0,0,0
spaghetti-code,org.apache.jackrabbit.core.config.RepositoryConfigurationParser,"
the methods implemented here are too long and complex.
",0,0,0,1,1,0,0
spaghetti-code,org.apache.jackrabbit.core.data.db.DbDataStore,"
basically, this class does not follow oop principles.
",0,0,0,0,0,0,0
spaghetti-code,org.apache.jackrabbit.core.data.db.DbDataStore,"
complex methods. 
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.core.fs.db.DatabaseFileSystem,"
the class lacks of clarity and there are several complex functions.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.core.fs.db.DatabaseFileSystem,"
long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.core.ItemManager,"
long methods everywhere.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.core.ItemManager,"
there seem to me that some methods are overly complex.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.core.journal.DatabaseJournal,"
this is pretty complex to say and the methods are unclearly defined.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.core.journal.DatabaseJournal,"
it is clear that the class has some design issue.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.core.lock.LockManagerImpl,"
too many long methods, this is something we are aware of. 
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.core.lock.LockManagerImpl,"
methods that do not call each other, otehr than being too long.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.core.NodeImpl,"
this class looks like a container of methods.
",0,0,1,0,0,0,0
spaghetti-code,org.apache.jackrabbit.core.NodeImpl,"
there are a lot of methods not properly designed.
",0,0,0,0,0,0,0
spaghetti-code,org.apache.jackrabbit.core.nodetype.EffectiveNodeType,"
the methods do not seem to be designed well.
",0,0,0,0,0,0,0
spaghetti-code,org.apache.jackrabbit.core.nodetype.EffectiveNodeType,"
there are methods that should be split.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.core.nodetype.NodeTypeRegistry,"
long and complex code.
",0,0,0,1,1,0,0
spaghetti-code,org.apache.jackrabbit.core.nodetype.NodeTypeRegistry,"
some of the methods are long.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.core.observation.EventState,"
it is too complex due to its size and not established goal.
",0,0,0,1,1,0,0
spaghetti-code,org.apache.jackrabbit.core.observation.EventState,"
long, complex methods.
",0,0,0,1,1,0,0
spaghetti-code,org.apache.jackrabbit.core.persistence.bundle.AbstractBundlePersistenceManager,"
there are many methods that do not have a clear function.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.core.persistence.bundle.AbstractBundlePersistenceManager,"
the methods of this class do not call each other.
",0,0,1,0,0,0,0
spaghetti-code,org.apache.jackrabbit.core.persistence.db.DatabasePersistenceManager,"
too many methods which are long and complex.
",0,0,0,1,1,0,0
spaghetti-code,org.apache.jackrabbit.core.persistence.db.DatabasePersistenceManager,"
many methods are unnecessarily long.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.core.persistence.pool.BundleDbPersistenceManager,"
documentation is lacking, many methods are simply too long to be understood easily.
",0,0,0,1,1,0,0
spaghetti-code,org.apache.jackrabbit.core.persistence.pool.BundleDbPersistenceManager,"
complex methods. 
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.core.persistence.xml.XMLPersistenceManager,"
the persistence is done correctly, but the way it is done is not the best possible. 
",0,0,0,0,0,1,0
spaghetti-code,org.apache.jackrabbit.core.persistence.xml.XMLPersistenceManager,"
wrong design.
",0,0,0,0,0,0,0
spaghetti-code,org.apache.jackrabbit.core.PropertyImpl,"
it is unclear what is the goal of this class.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.core.PropertyImpl,"
several long methods reduce the understandability.
",0,0,0,1,1,0,0
spaghetti-code,org.apache.jackrabbit.core.query.lucene.ConsistencyCheck,"
the class seems to be a function.
",0,0,0,0,0,0,0
spaghetti-code,org.apache.jackrabbit.core.query.lucene.ConsistencyCheck,"
long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.core.query.lucene.IndexingConfigurationImpl,"
it collects a number of long methods.
",0,0,1,1,0,0,0
spaghetti-code,org.apache.jackrabbit.core.query.lucene.IndexingConfigurationImpl,"
too complex class.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.core.query.lucene.LuceneQueryBuilder,"
long and complex code here.
",0,0,0,1,1,0,0
spaghetti-code,org.apache.jackrabbit.core.query.lucene.LuceneQueryBuilder,"
unclear responsability of the class.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.core.query.lucene.MoreLikeThis,"
the goal its unclear and the class lacks of documentation for the (long) methods it declares.
",0,0,0,1,1,0,0
spaghetti-code,org.apache.jackrabbit.core.query.lucene.MoreLikeThis,"
long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.core.query.lucene.MultiIndex,"
the many methods of the class reduce its understandability
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.core.query.lucene.MultiIndex,"
Presence of complex methods.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.core.query.lucene.NodeIndexer,"
This is a class containing many methods that are too long.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.core.query.lucene.NodeIndexer,"
it looks like not a object-oriented class.
",0,0,0,0,0,0,0
spaghetti-code,org.apache.jackrabbit.core.query.lucene.SearchIndex,"
parameters are not correctly used, likely this was developed by a non-oop dev.
",0,0,0,0,0,0,0
spaghetti-code,org.apache.jackrabbit.core.query.lucene.SearchIndex,"
the class is too complex.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.core.RepositoryImpl,"
many methods are long.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.core.RepositoryImpl,"
it is hard to maintain because every method is long and complex.
",0,0,0,1,1,0,0
spaghetti-code,org.apache.jackrabbit.core.security.authentication.AbstractLoginModule,"
it could have been designed better, especially some methods appear to be too complex.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.core.security.authentication.AbstractLoginModule,"
many methods should be simplified.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.core.security.authorization.AbstractWriteTest,"
working on this code becomes difficult.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.core.security.authorization.AbstractWriteTest,"
long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.core.security.authorization.PrivilegeRegistry,"
the long methods of the class limit its maintainability.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.core.security.authorization.PrivilegeRegistry,"
the methods are too long.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.core.security.user.GroupImpl,"
the correct functioning of the class is threatened by the many methods without a clear structure.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.core.security.user.GroupImpl,"
complex code, some methods should be divided.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.core.security.user.UserImporterTest,"
I see a number of problemsâ?
",0,0,0,0,0,0,0
spaghetti-code,org.apache.jackrabbit.core.security.user.UserImporterTest,"
it is hard to understand because the methods are long and complex.
",0,0,0,1,1,0,0
spaghetti-code,org.apache.jackrabbit.core.security.user.UserManagerImpl,"
too many long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.core.security.user.UserManagerImpl,"
long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.core.security.user.UserManagerImplTest,"
the class uses a kind of functional approach for delivering things.
",0,0,1,0,0,0,0
spaghetti-code,org.apache.jackrabbit.core.security.user.UserManagerImplTest,"
poor design.
",0,0,0,0,0,0,0
spaghetti-code,org.apache.jackrabbit.core.SessionImpl,"
the design is clearly flawed.
",0,0,0,0,0,0,0
spaghetti-code,org.apache.jackrabbit.core.SessionImpl,"
long methods hide their functionalities.
",0,0,0,1,1,0,0
spaghetti-code,org.apache.jackrabbit.core.state.NodeState,"
long code.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.core.state.NodeState,"
the class has long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.core.state.NodeStateMergerTest,"
in an ideal case, many of the methods of this class should be refactored.
",0,0,0,0,0,0,0
spaghetti-code,org.apache.jackrabbit.core.state.NodeStateMergerTest,"
I see several long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.core.state.SessionItemStateManager,"
too complex methods are included in the class.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.core.state.SessionItemStateManager,"
too complex methods.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.core.state.SharedItemStateManager,"
the code is actually hard to understand if you don't touch it regularly.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.core.state.SharedItemStateManager,"
certain methods should be better designed.
",0,0,0,0,0,0,0
spaghetti-code,org.apache.jackrabbit.core.value.InternalValue,"
long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.core.value.InternalValue,"
parameterization is poorly used.
",0,0,0,0,0,0,0
spaghetti-code,org.apache.jackrabbit.core.version.InternalVersionManagerBase,"
the documentation is lacking and the methods seem to be poorly designed.
",0,0,0,0,0,0,0
spaghetti-code,org.apache.jackrabbit.core.version.InternalVersionManagerBase,"
the class is a collection of methods that do not interact with each other.
",0,0,0,0,0,0,0
spaghetti-code,org.apache.jackrabbit.core.version.NodeStateEx,"
the top issue with this class is related to the presence of many long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.core.version.NodeStateEx,"
long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.core.WorkspaceImpl,"
It has been badly designed.
",0,0,0,0,0,0,0
spaghetti-code,org.apache.jackrabbit.core.WorkspaceImpl,"
long methods are present in the class.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.core.XATest,"
there are too many complex methods.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.core.XATest,"
limited understandability.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.j2ee.RepositoryStartupServlet,"
long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.j2ee.RepositoryStartupServlet,"
parameters are poorly used and the methods look long.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.jcr2spi.hierarchy.ChildNodeEntriesImpl,"
long and complex methods threaten its understandability.
",0,0,0,1,1,0,0
spaghetti-code,org.apache.jackrabbit.jcr2spi.hierarchy.ChildNodeEntriesImpl,"
too many long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.jcr2spi.hierarchy.NodeEntryImpl,"
lack of documentation.
",0,0,0,0,0,0,0
spaghetti-code,org.apache.jackrabbit.jcr2spi.hierarchy.NodeEntryImpl,"
the class contains a number of complex functions.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.jcr2spi.lock.LockManagerImpl,"
the class has a lot of long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.jcr2spi.lock.LockManagerImpl,"
high complexity and LOC.
",0,0,0,1,1,0,0
spaghetti-code,org.apache.jackrabbit.jcr2spi.NodeImpl,"
methods should be split and clarity improved.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.jcr2spi.NodeImpl,"
the class is clearly bad designed.
",0,0,0,0,0,0,0
spaghetti-code,org.apache.jackrabbit.jcr2spi.nodetype.NodeTypeRegistryImpl,"
the code may be improved: there are too many methods that could be designed better.
",0,0,0,0,0,0,0
spaghetti-code,org.apache.jackrabbit.jcr2spi.nodetype.NodeTypeRegistryImpl,"
the class has several long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.jcr2spi.SessionImpl,"
many long and complex methods.
",0,0,0,1,1,0,0
spaghetti-code,org.apache.jackrabbit.jcr2spi.SessionImpl,"
there are several methods of huge size.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.jcr2spi.WorkspaceManager,"
the class is at the high risk to become a mess due to the long methods it contains.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.jcr2spi.WorkspaceManager,"
the class is complex.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.rmi.client.ClientNode,"
too many long methods have been developed in the class.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.rmi.client.ClientNode,"
the comprehensibility of this class is threatened by these huge set of complex methods.
",0,0,0,1,1,0,0
spaghetti-code,org.apache.jackrabbit.rmi.server.ServerNode,"
long code.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.rmi.server.ServerNode,"
methods should be redisgned.
",0,0,0,0,0,0,0
spaghetti-code,org.apache.jackrabbit.server.io.DefaultHandler,"
it handles things using a number of long methods.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.server.io.DefaultHandler,"
methods are too long and complex.
",0,0,0,1,1,0,0
spaghetti-code,org.apache.jackrabbit.server.remoting.davex.JcrRemotingServlet,"
the communication that the class has with other classes might be improved. 
",1,0,0,0,0,0,0
spaghetti-code,org.apache.jackrabbit.server.remoting.davex.JcrRemotingServlet,"
complex code.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.spi.commons.ItemInfoBuilder,"
long methods risk to become a problem.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.spi.commons.ItemInfoBuilder,"
methods are complex and seem to do too many things.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.spi.commons.logging.RepositoryServiceLogger,"
several methods are too long and complex.
",0,0,0,1,1,0,0
spaghetti-code,org.apache.jackrabbit.spi.commons.logging.RepositoryServiceLogger,"
complex code, complex methods.
",0,0,0,0,1,0,0
spaghetti-code,org.apache.jackrabbit.spi.commons.query.qom.QueryObjectModelFactoryImpl,"
methods might have been designed better.
",0,0,0,0,0,0,0
spaghetti-code,org.apache.jackrabbit.spi.commons.query.qom.QueryObjectModelFactoryImpl,"
looking at the code, many methods may be improved with respect to their size.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.spi.commons.query.sql.JCRSQLParser,"
some methods appear to be long.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.spi.commons.query.sql.JCRSQLParser,"
the LOC of several methods is too high.
",0,0,0,1,0,0,0
spaghetti-code,org.apache.jackrabbit.spi.commons.query.sql.JCRSQLParserTokenManager,"
a large quantity of methods of this class have not clear responsibilities.
",0,0,0,1,1,0,0
spaghetti-code,org.apache.jackrabbit.spi.commons.query.sql.JCRSQLParserTokenManager,"
long and complex code.
",0,0,0,1,1,0,0
spaghetti-code,org.apache.jackrabbit.spi.commons.query.sql.JCRSQLQueryBuilder,"
long methods.
",0,0,0,1,0,0,0
